1337614820162629633,0.05000000000000002
1337615940784164866,0.25
1337616436710301698,0.3
1337618190281682946,0.25
1337618419017867264,-0.25
1337618891602755588,0.3125
1337619912454524928,-0.2562499999999999
1337622856360812545,0.425
1337623892798607360,0.0
1337624261893099525,0.017578125
1337625423912587264,0.3125
1337625487661645824,0.0
1337626142367490050,0.0
1337626532064346112,-0.25
1337627108856782854,0.125
1337628382607990784,-0.15
1337628383644028929,0.13333333333333333
1337631420643209216,0.0
1337631584430612484,0.0
1337631721211117568,0.0
1337631952640282624,0.0
1337631968868044800,0.375
1337632130126385158,0.0
1337632289967071233,0.0
1337632420166766592,0.0
1337632550836203522,0.0
1337633230711902208,0.55
1337633719478149121,0.0
1337635760510537728,0.019353693181818173
1337636233724379136,0.2
1337636365157142528,0.0
1337636432341450752,0.22000000000000006
1337637312876908550,0.13636363636363635
1337638894528045056,0.03333333333333333
1337639959293878272,0.2072727272727272
1337640275137720320,0.2565656565656565
1337640335850098688,0.25
1337640335124484103,0.1
1337640337049669632,-0.25
1337640834435518464,0.0
1337641381347594240,0.2
1337643226484727813,0.0
1337643227709546496,0.4
1337643877541539841,0.1968253968253968
1337643929823539200,0.0
1337644661612179457,0.0
1337644972229713923,-0.16666666666666666
1337645048947638274,-0.3125
1337646068855681025,0.0
1337646290990227456,0.4520089285714286
1337647229880868865,0.3
1337647991763644422,0.3000000000000001
1337648713200783362,0.0
1337648918453133312,0.0
1337650099250470913,0.8
1337650152476033024,0.0
1337650941512671233,0.0
1337651157888606208,0.0
1337651603734720513,0.125
1337653926963761154,0.0
1337654360839499776,-0.5
1337654934641147905,0.0
1337654935815503874,-0.03333333333333333
1337655519486603264,-0.25
1337656129145499648,0.13636363636363635
1337656817074094080,-0.0431818181818182
1337656819250937857,-0.0431818181818182
1337656820324679687,0.0
1337658079819665408,0.3787878787878787
1337658081904214017,0.5
1337659551210868737,0.0
1337661990198763521,0.0
1337662476926631937,0.2833333333333333
1337664295669207040,0.0
1337664902840733696,0.25
1337665215916290049,0.55
1337665875378274306,0.4
1337667896873545735,0.25
1337669653779283969,-0.1
1337671288106536962,0.0
1337671612464852992,0.0
1337671867088433157,-0.5
1337672299407765504,0.5
1337672923813826560,-0.30000000000000004
1337673554473570304,0.0
1337675246548168705,0.0
1337675448004866049,-0.06590909090909093
1337676092082069506,0.35000000000000003
1337677447026909186,0.29375
1337679992495300609,0.041666666666666685
1337680600430362624,0.0
1337680600937873409,0.3181818181818182
1337683128085692419,0.7
1337687903426629632,0.0
1337687906668793856,-0.0625
1337687907717447680,-0.06666666666666668
1337687908749217792,0.02222222222222224
1337688576872476675,0.016666666666666673
1337692463423762436,0.0
1337694331084410884,-0.0034090909090909037
1337695323351900161,0.0
1337697717372403712,0.0
1337699345894756353,-0.04166666666666666
1337699459757723650,0.1431818181818182
1337700927264993281,-0.3
1337701361312440321,-0.05757575757575761
1337701364525219841,-0.0863636363636364
1337702469745315840,0.3541666666666667
1337702493770301441,-0.275
1337702496291065857,0.0
1337705788593352706,0.6
1337705988250537988,0.7
1337706630088171520,0.0
1337707154439090178,0.04545454545454545
1337710797905018880,0.05
1337712173175304193,-0.10833333333333334
1337712184470618117,0.0
1337712709962354690,0.10625
1337713728016572417,-0.075
1337717218532970497,0.04545454545454545
1337717219631886338,0.0
1337717220701401088,0.8
1337717444216020994,0.35
1337717584385503232,0.4
1337717597475762179,0.13636363636363635
1337720809146773504,0.5
1337720935164637185,0.0
1337721259011043334,0.0
1337722624957288449,0.0
1337724081697767428,0.8
